client_id,client_name,client_dob,client_type,client_created_by
36364,Lisa May,6/05/1965,non-first-home-buyer,29
36365,Lori Powers,2/05/1961,non-first-home-buyer,14
36366,Jennifer Smith,16/09/1994,non-first-home-buyer,73
36367,Amanda Fitzpatrick,27/03/1978,non-first-home-buyer,30
36368,Deborah Jackson,28/09/1968,non-first-home-buyer,64
36369,Cindy Sandoval,7/10/1994,non-first-home-buyer,75
36370,Emily Price,20/06/1999,non-first-home-buyer,68
36371,Tracey Myers,13/07/1960,non-first-home-buyer,26
36372,Anthony Black,18/07/1961,non-first-home-buyer,25
36373,Ms. Amy Bates,7/03/1992,non-first-home-buyer,34
36374,Amanda Livingston,15/12/2004,non-first-home-buyer,58
36375,Teresa Vargas,8/08/1972,non-first-home-buyer,26
36376,Linda Cruz,10/06/1968,non-first-home-buyer,21
36377,Ashley Santana,29/01/1989,non-first-home-buyer,27
36378,Kayla Martinez,25/03/1995,non-first-home-buyer,39
36379,Cody Robinson DDS,1/03/2004,non-first-home-buyer,17
36380,Connie Marshall,30/04/2002,non-first-home-buyer,6
36381,Steven Thompson,30/07/1995,non-first-home-buyer,52
36382,Brandy Manning,22/01/1986,non-first-home-buyer,64
36383,Gregory Faulkner,10/12/1973,non-first-home-buyer,80
36384,Andrew Dawson,24/05/2000,non-first-home-buyer,74
36385,David Vaughn,5/11/1992,non-first-home-buyer,1
36386,Jennifer Liu,30/06/1972,non-first-home-buyer,24
36387,Sara Fisher,26/03/1988,non-first-home-buyer,46
36388,Arthur Patterson,4/12/1980,non-first-home-buyer,65
36389,Meghan Mckinney,27/03/1979,non-first-home-buyer,48
36390,Sarah Sims,1/12/1969,non-first-home-buyer,48
36391,Christopher Oneill,18/08/1983,non-first-home-buyer,27
36392,Joseph Stephens,1/10/1970,non-first-home-buyer,58
36393,Kayla Cervantes,16/07/1993,non-first-home-buyer,28
36394,Jennifer Lopez,6/08/1973,non-first-home-buyer,5
36395,Kimberly Jackson,27/11/2004,non-first-home-buyer,73
36396,Thomas Phillips,19/10/1984,non-first-home-buyer,25
36397,Michael Thomas,21/12/1985,non-first-home-buyer,62
36398,Lucas Davis Jr.,14/05/1996,non-first-home-buyer,61
36399,Michael Fields,7/12/2005,non-first-home-buyer,1
36400,Todd Gonzalez,8/08/1973,non-first-home-buyer,29
36401,Tara Thompson,14/08/1983,non-first-home-buyer,19
36402,Mark Vazquez,20/09/1972,non-first-home-buyer,68
36403,Zachary Heath,24/01/1984,non-first-home-buyer,31
36404,Kristen Brown,10/03/1984,non-first-home-buyer,76
36405,Michelle Terry,12/11/1960,non-first-home-buyer,61
36406,Sara Rodriguez,20/06/1971,non-first-home-buyer,68
36407,Audrey Martin,19/07/1999,non-first-home-buyer,75
36408,Tonya Cross,19/06/2001,non-first-home-buyer,79
36409,Christopher Case,10/12/1963,non-first-home-buyer,34
36410,Don Clements,4/08/2007,non-first-home-buyer,34
36411,Joseph Jackson,19/10/1998,non-first-home-buyer,57
36412,Donald Collins,13/12/1979,non-first-home-buyer,48
36413,Brandi Scott,7/08/1978,non-first-home-buyer,49
36414,Paula Smith,24/04/2002,non-first-home-buyer,79
36415,Lisa Khan,21/04/1998,non-first-home-buyer,35
36416,Jason Mcneil,27/01/1998,non-first-home-buyer,43
36417,Heather Fisher,7/08/1978,non-first-home-buyer,79
36418,Daniel Galvan,29/12/1993,non-first-home-buyer,43
36419,Mark Miller,13/05/1991,non-first-home-buyer,78
36420,Peggy Perez,7/12/1977,non-first-home-buyer,14
36421,Diane Parker,24/03/1971,non-first-home-buyer,1
36422,Todd Young,25/07/1969,non-first-home-buyer,1
36423,Eric Porter,24/07/2001,non-first-home-buyer,37
36424,Kimberly Avery,18/12/1978,non-first-home-buyer,6
36425,Dr. Kelly Torres,8/12/1995,non-first-home-buyer,77
36426,Mary Shields,21/10/1985,non-first-home-buyer,45
36427,Erin Smith,28/01/1988,non-first-home-buyer,68
36428,Lawrence Bass,21/09/1994,non-first-home-buyer,48
36429,David Brown,10/05/2001,non-first-home-buyer,64
36430,Heather Macias,6/08/1977,non-first-home-buyer,3
36431,Christopher Sanchez,29/03/1989,non-first-home-buyer,70
36432,Erin Vargas,27/05/1992,non-first-home-buyer,30
36433,Amanda Matthews,14/04/1975,non-first-home-buyer,26
36434,Amanda Sutton,22/06/1989,non-first-home-buyer,47
36435,Tina Wilson,28/02/1997,non-first-home-buyer,25
36436,Mary Jennings,21/01/1980,non-first-home-buyer,16
36437,James Howard,16/12/1972,non-first-home-buyer,65
36438,David Stevens,6/09/2003,non-first-home-buyer,24
36439,Juan Bell,19/06/2002,non-first-home-buyer,13
36440,Bradley Chapman,7/09/1973,non-first-home-buyer,61
36441,William Russell,20/12/1963,non-first-home-buyer,8
36442,Nathaniel Hughes,22/09/1982,non-first-home-buyer,70
36443,Mr. Gary Taylor,30/10/1976,non-first-home-buyer,3
36444,Lucas Cortez,4/07/1972,non-first-home-buyer,31
36445,David Castro,9/05/1990,non-first-home-buyer,17
36446,Heidi Castro,28/07/1986,non-first-home-buyer,50
36447,Kenneth Shields,13/10/2005,non-first-home-buyer,27
36448,Latoya Brown,2/08/1993,non-first-home-buyer,58
36449,Caleb Graham,21/03/1967,non-first-home-buyer,49
36450,Danny Swanson PhD,28/01/1990,non-first-home-buyer,11
36451,Joseph Wood,31/01/1977,non-first-home-buyer,79
36452,Ellen Mcdowell,4/03/1991,non-first-home-buyer,17
36453,Mary Ochoa,5/05/1979,non-first-home-buyer,30
36454,Elizabeth Estrada,19/06/2007,non-first-home-buyer,76
36455,Christopher Johnson,15/11/2001,non-first-home-buyer,49
36456,Roger Carpenter,13/09/1976,non-first-home-buyer,25
36457,Jordan Barry,31/05/1961,non-first-home-buyer,39
36458,Melissa Figueroa,26/06/1971,non-first-home-buyer,78
36459,April Small,6/12/1960,non-first-home-buyer,8
36460,Victoria Mccarthy,15/01/1963,non-first-home-buyer,60
36461,Sarah Young,13/04/1984,non-first-home-buyer,33
36462,Greg Adams,22/07/1981,non-first-home-buyer,11
36463,Shawna Medina,6/10/1982,non-first-home-buyer,41
36464,Lisa Huffman,29/06/1961,non-first-home-buyer,18
36465,Amanda Miller,29/06/1971,non-first-home-buyer,47
36466,Nicholas Robinson,2/01/1993,non-first-home-buyer,9
36467,Christopher Robinson,2/05/2004,non-first-home-buyer,52
36468,Brian James,8/03/1964,non-first-home-buyer,20
36469,Lisa Wilson,15/05/1960,non-first-home-buyer,28
36470,Kelly Marshall,5/11/1976,non-first-home-buyer,49
36471,Andrew Fischer,21/09/1969,non-first-home-buyer,67
36472,Jeffrey Weaver,26/03/1963,non-first-home-buyer,49
36473,Henry Spencer,3/05/2000,non-first-home-buyer,2
36474,Carrie Thompson,24/02/1968,non-first-home-buyer,66
36475,Stephanie Baldwin,26/06/1988,non-first-home-buyer,6
36476,Darlene Davies,30/12/1963,non-first-home-buyer,72
36477,Eddie Brown,25/01/1968,non-first-home-buyer,25
36478,John Lewis,10/07/1982,non-first-home-buyer,64
36479,Dawn Mcbride,2/03/1994,non-first-home-buyer,61
36480,Mrs. Briana Rivas,14/01/1967,non-first-home-buyer,40
36481,George Nelson,29/09/1961,non-first-home-buyer,57
36482,Lisa Russell,15/12/1960,non-first-home-buyer,33
36483,Robert Palmer,27/09/1994,non-first-home-buyer,25
36484,Jose Banks,19/02/1970,non-first-home-buyer,55
36485,William Blackwell,20/11/1971,non-first-home-buyer,42
36486,Krista Stanton,6/06/1980,non-first-home-buyer,29
36487,Ann Reyes,14/01/1978,non-first-home-buyer,73
36488,Darin Moore,2/02/1963,non-first-home-buyer,50
36489,Stanley Anderson,9/06/1967,non-first-home-buyer,31
36490,Linda Watkins,11/11/1996,non-first-home-buyer,62
36491,Daniel Schmidt,15/10/1962,non-first-home-buyer,41
36492,Colleen Franklin,23/12/1988,non-first-home-buyer,33
36493,Phyllis Blevins,20/12/1971,non-first-home-buyer,20
36494,Elizabeth Williams,14/10/1976,non-first-home-buyer,1
36495,Teresa Hoffman,28/11/1969,non-first-home-buyer,39
36496,Gregory Nelson,8/07/1995,non-first-home-buyer,52
36497,Jason Maxwell,12/12/1996,non-first-home-buyer,4
36498,Julia Cox,3/05/1993,non-first-home-buyer,74
36499,Kristina Moore,28/05/1962,non-first-home-buyer,55
36500,Brittany Allen,20/08/1973,non-first-home-buyer,20
36501,Jeffrey Myers,18/04/1978,non-first-home-buyer,24
36502,Shannon Pitts,19/12/2002,non-first-home-buyer,11
36503,Kyle Manning,8/03/1970,non-first-home-buyer,16
36504,Emily Little,27/03/1987,non-first-home-buyer,76
36505,Aaron Manning,21/11/1960,non-first-home-buyer,79
36506,Jonathan Rodriguez,3/01/1996,non-first-home-buyer,64
36507,Steven Murray,5/11/1981,non-first-home-buyer,64
36508,Julia Snyder,19/10/1982,non-first-home-buyer,10
36509,Laura Stewart,2/11/2002,non-first-home-buyer,12
36510,Erika Jones DVM,9/01/1990,non-first-home-buyer,41
36511,Beth Edwards,24/08/1971,non-first-home-buyer,7
36512,Michael Kelley,24/02/1974,non-first-home-buyer,41
36513,Alexandra Roy,19/11/1976,non-first-home-buyer,27
36514,Andrew Jackson,18/09/2005,non-first-home-buyer,46
36515,Tiffany Richards,10/08/2001,non-first-home-buyer,12
36516,Jeffrey Kelly,24/10/1974,non-first-home-buyer,53
36517,Leonard Ayers,30/09/2003,non-first-home-buyer,80
36518,Susan Martin,10/08/1960,non-first-home-buyer,32
36519,Sylvia Russell,10/08/1998,non-first-home-buyer,34
36520,Carlos Bishop,23/01/1972,non-first-home-buyer,61
36521,Jim Martin,11/12/1977,non-first-home-buyer,68
36522,Aaron Young,23/01/1998,non-first-home-buyer,75
36523,Matthew Coleman,9/03/2001,non-first-home-buyer,5
36524,Benjamin Serrano,25/07/1989,non-first-home-buyer,28
36525,Danny Washington,9/03/1986,non-first-home-buyer,34
36526,Jessica Alexander,21/04/1982,non-first-home-buyer,65
36527,Jonathan Howard,21/01/1978,non-first-home-buyer,14
36528,Dennis Savage,10/06/1995,non-first-home-buyer,22
36529,Rebecca Guzman,5/12/1993,non-first-home-buyer,27
36530,Scott Lee,19/10/1988,non-first-home-buyer,14
36531,Anthony Barker,31/05/1992,non-first-home-buyer,17
36532,Kelly Thomas,6/11/1994,non-first-home-buyer,54
36533,Carmen King,30/12/1995,non-first-home-buyer,54
36534,Tyler Martin,3/08/1986,non-first-home-buyer,78
36535,Antonio Higgins,10/02/1966,non-first-home-buyer,32
36536,Lisa Foley,10/12/1964,non-first-home-buyer,9
36537,Ryan Mclean,3/08/2002,non-first-home-buyer,31
36538,Denise Lopez,15/01/1978,non-first-home-buyer,40
36539,Dawn Nash,16/05/1981,non-first-home-buyer,28
36540,Ashley Martinez,19/12/1995,non-first-home-buyer,25
36541,William Hayden,4/05/1971,non-first-home-buyer,68
36542,John Kane,16/11/1984,non-first-home-buyer,58
36543,Samantha Kane,12/05/1960,non-first-home-buyer,69
36544,Ian Kim,5/06/1996,non-first-home-buyer,32
36545,Vickie Garza,14/03/1986,non-first-home-buyer,7
36546,Matthew Ramsey,4/03/2002,non-first-home-buyer,58
36547,Jerome Davis,1/04/1995,non-first-home-buyer,6
36548,Phillip Flores,8/02/1974,non-first-home-buyer,41
36549,Steven White,20/12/1994,non-first-home-buyer,76
36550,Sylvia Gutierrez DDS,1/03/2007,non-first-home-buyer,2
36551,Caleb Owens,14/12/1993,non-first-home-buyer,76
36552,Hannah Vega,7/07/1983,non-first-home-buyer,67
36553,Susan Paul,14/05/1969,non-first-home-buyer,35
36554,Jimmy Rosales,17/06/1997,non-first-home-buyer,53
36555,Frank Andersen,24/12/1984,non-first-home-buyer,74
36556,Michele Mitchell,19/09/2003,non-first-home-buyer,59
36557,Michael Hancock,19/06/1972,non-first-home-buyer,48
36558,Lisa Johnson,20/10/2006,non-first-home-buyer,33
36559,Margaret Kelley,20/11/1983,non-first-home-buyer,64
36560,Robert Shea,6/02/1994,non-first-home-buyer,68
36561,Dr. Jennifer Bates,24/06/2006,non-first-home-buyer,65
36562,Diane Horne,30/05/1963,non-first-home-buyer,72
36563,Dr. David Martinez,25/11/1986,non-first-home-buyer,12
36564,Erin Camacho,3/07/1982,non-first-home-buyer,1
36565,Michelle Kelly,20/03/2007,non-first-home-buyer,26
36566,Shannon Scott,9/04/2001,non-first-home-buyer,54
36567,Sheila Wolf,11/01/1985,non-first-home-buyer,12
36568,Jeremy Clark,19/01/1968,non-first-home-buyer,7
36569,Pamela Jackson,1/09/1999,non-first-home-buyer,32
36570,Justin Parker,12/01/1985,non-first-home-buyer,10
36571,Ryan Adams,30/07/2006,non-first-home-buyer,39
36572,Evan Barnett,13/01/1973,non-first-home-buyer,53
36573,Harry Mckinney,22/01/1983,non-first-home-buyer,32
36574,Edward Christensen,11/01/2000,non-first-home-buyer,25
36575,Sandra Johnson,24/01/1994,non-first-home-buyer,68
36576,Kevin Hicks,14/01/1972,non-first-home-buyer,46
36577,Brandon Brock,19/10/1973,non-first-home-buyer,1
36578,Justin Williams,31/05/1967,non-first-home-buyer,5
36579,Lori Cortez,26/08/1976,non-first-home-buyer,47
36580,Jason Reid,23/06/1978,non-first-home-buyer,22
36581,Mary Thornton,22/06/2007,non-first-home-buyer,52
36582,Stephanie Lee,4/01/2002,non-first-home-buyer,74
36583,Kathleen Harris,28/03/2006,non-first-home-buyer,25
36584,Jamie Murphy,8/02/1984,non-first-home-buyer,55
36585,Michelle Smith,16/08/1971,non-first-home-buyer,46
36586,Ms. Jennifer Ali,30/12/1990,non-first-home-buyer,24
36587,Jessica Richardson,15/02/2003,non-first-home-buyer,41
36588,Jennifer Peterson,10/08/1970,non-first-home-buyer,26
36589,Douglas Wilson,25/11/1974,non-first-home-buyer,65
36590,Debbie Cox,11/02/1971,non-first-home-buyer,4
36591,Paul Kline,16/09/2005,non-first-home-buyer,50
36592,Kelly Townsend,8/10/1965,non-first-home-buyer,9
36593,Ashley Tran,16/12/1970,non-first-home-buyer,29
36594,Michael Paul,5/07/1999,non-first-home-buyer,54
36595,Monique Duarte,9/03/1988,non-first-home-buyer,23
36596,Spencer Miller,2/01/1983,non-first-home-buyer,31
36597,Holly James,24/12/1982,non-first-home-buyer,74
36598,Elizabeth Kane,6/05/1984,non-first-home-buyer,6
36599,Eileen Young,13/10/1963,non-first-home-buyer,1
36600,Frank Nelson,14/05/1994,non-first-home-buyer,67
36601,Michael Edwards,4/04/1992,non-first-home-buyer,61
36602,Brian Clark,15/05/1989,non-first-home-buyer,65
36603,Pamela Holland,21/12/1977,non-first-home-buyer,20
36604,Dustin King,25/04/1999,non-first-home-buyer,2
36605,Amy Jenkins,22/05/1977,non-first-home-buyer,31
36606,Samantha Warner,2/07/1972,non-first-home-buyer,22
36607,Steven Fleming,7/04/2003,non-first-home-buyer,79
36608,Thomas Floyd,26/04/1975,non-first-home-buyer,2
36609,Ashley Lopez,20/10/2000,non-first-home-buyer,58
36610,Stacy Sosa,23/02/1995,non-first-home-buyer,72
36611,Kristin Castillo,2/02/1968,non-first-home-buyer,46
36612,Todd Nguyen,30/08/2004,non-first-home-buyer,34
36613,Albert Knight,29/03/1976,non-first-home-buyer,58
36614,Gregory Walls,8/01/2006,non-first-home-buyer,31
36615,Jennifer Jones,27/09/1998,non-first-home-buyer,63
36616,Victoria Burch,11/12/1988,non-first-home-buyer,7
36617,Juan Huang,10/07/2001,non-first-home-buyer,49
36618,Louis Rodriguez,8/06/1985,non-first-home-buyer,58
36619,Anna Fuentes,19/09/1987,non-first-home-buyer,10
36620,Charles Rios,1/07/1963,non-first-home-buyer,20
36621,Charles Weaver,25/03/1993,non-first-home-buyer,65
36622,Jennifer Olson,14/06/1982,non-first-home-buyer,20
36623,Neil Thornton,19/07/1973,non-first-home-buyer,11
36624,Amanda Sandoval,29/09/1997,non-first-home-buyer,26
36625,Troy Costa,5/01/1990,non-first-home-buyer,1
36626,Martin Perry,19/01/1982,non-first-home-buyer,44
36627,Erin Gomez,28/02/1991,non-first-home-buyer,34
36628,Angel Michael,5/10/1972,non-first-home-buyer,80
36629,Cindy Padilla,2/09/1972,non-first-home-buyer,28
36630,Richard Beasley,30/12/1985,non-first-home-buyer,55
36631,Jared Jones,31/03/1986,non-first-home-buyer,13
36632,Cheryl Cox,12/07/2002,non-first-home-buyer,12
36633,Jonathan Murphy,18/07/1974,non-first-home-buyer,35
36634,Michael Williams,13/05/1960,non-first-home-buyer,42
36635,Anthony Little,21/10/1997,non-first-home-buyer,17
36636,Edward Lindsey,29/06/2000,non-first-home-buyer,53
36637,Mary Stevens,5/04/1968,non-first-home-buyer,69
36638,Robert Soto,10/06/1961,non-first-home-buyer,35
36639,Lindsay Torres,17/08/1976,non-first-home-buyer,80
36640,Jason Rodriguez,19/10/1969,non-first-home-buyer,52
36641,Susan Aguilar,14/07/1996,non-first-home-buyer,61
36642,Scott Ferguson,16/06/1996,non-first-home-buyer,14
36643,Lee Ayers,13/04/1968,non-first-home-buyer,58
36644,Brianna Peters,6/01/1998,non-first-home-buyer,27
36645,Joann Taylor,15/06/2007,non-first-home-buyer,9
36646,Annette Wilkins,27/12/2001,non-first-home-buyer,4
36647,Mary Hodges,2/08/1972,non-first-home-buyer,11
36648,James Barnes,19/06/1996,non-first-home-buyer,73
36649,Edwin Harris,29/04/1970,non-first-home-buyer,8
36650,Rhonda White,30/07/1988,non-first-home-buyer,15
36651,Mary Franco,20/09/1981,non-first-home-buyer,8
36652,Lisa White,17/04/1979,non-first-home-buyer,58
36653,Mallory Castro,30/12/2004,non-first-home-buyer,19
36654,Kevin Morris,24/06/1997,non-first-home-buyer,53
36655,Gloria Smith,2/09/1991,non-first-home-buyer,71
36656,Lisa Rivas,8/07/2007,non-first-home-buyer,32
36657,Kimberly Middleton,13/05/1977,non-first-home-buyer,42
36658,Troy Harmon,31/12/2005,non-first-home-buyer,70
36659,Stephanie Roth,9/10/1994,non-first-home-buyer,61
36660,Dana Smith,7/09/1965,non-first-home-buyer,16
36661,Eric Weber,9/02/1993,non-first-home-buyer,70
36662,Beth Lewis,27/06/1963,non-first-home-buyer,26
36663,Ashley Boyd,25/10/1987,non-first-home-buyer,14
36664,Vincent Vasquez,12/09/1959,non-first-home-buyer,32
36665,Jack Martin,16/04/1981,non-first-home-buyer,22
36666,Alex Sexton,6/01/1970,non-first-home-buyer,68
36667,James Day,25/04/1980,non-first-home-buyer,5
36668,Christopher Long,23/11/1979,non-first-home-buyer,73
36669,Mary Lewis,9/11/1975,non-first-home-buyer,6
36670,Michael Clark,6/11/1979,non-first-home-buyer,41
36671,Ann Smith,14/03/1960,non-first-home-buyer,45
36672,Michael Meyers,25/07/2003,non-first-home-buyer,72
36673,Monica Peterson,10/05/1980,non-first-home-buyer,71
36674,Sarah Barrett,8/01/1995,non-first-home-buyer,23
36675,John Todd,11/09/1970,non-first-home-buyer,36
36676,John Mitchell,15/04/2003,non-first-home-buyer,45
36677,Cathy Houston,13/02/1976,non-first-home-buyer,21
36678,Robin Martin,10/09/1994,non-first-home-buyer,28
36679,Amanda Bryant,26/06/1966,non-first-home-buyer,4
36680,Charles Gates,21/09/1974,non-first-home-buyer,58
36681,Calvin Jenkins,16/12/1980,non-first-home-buyer,67
36682,Karen Mcknight,23/04/2004,non-first-home-buyer,38
36683,Jessica Logan,1/05/1980,non-first-home-buyer,44
36684,Victoria Carlson,11/08/1960,non-first-home-buyer,73
36685,Jason Fernandez,27/02/1972,non-first-home-buyer,21
36686,Sharon Santiago,9/04/1991,non-first-home-buyer,39
36687,Jeffrey Cruz,10/12/1960,non-first-home-buyer,44
36688,Kari Reese,18/02/1960,non-first-home-buyer,20
36689,Sheri Perez,5/07/1994,non-first-home-buyer,42
36690,Patrick Wright,10/12/1988,non-first-home-buyer,59
36691,Stephanie Johnson,13/11/1975,non-first-home-buyer,44
36692,Jose Shields,29/07/1966,non-first-home-buyer,14
36693,Mark Carpenter,11/07/1977,non-first-home-buyer,13
36694,Karla Perez,6/12/1969,non-first-home-buyer,76
36695,Michael Bell,27/03/1966,non-first-home-buyer,46
36696,Christopher Wagner,24/01/2002,non-first-home-buyer,43
36697,Cassandra Ortega,3/09/1982,non-first-home-buyer,11
36698,Sylvia Mcdaniel,26/10/1966,non-first-home-buyer,14
36699,Regina Holt,16/10/1999,non-first-home-buyer,27
36700,Monica White,2/06/2003,non-first-home-buyer,21
36701,Veronica King,17/10/1969,non-first-home-buyer,39
36702,Stacie Ramirez,21/11/1987,non-first-home-buyer,49
36703,Robert White DDS,27/02/1981,non-first-home-buyer,65
36704,Katie Thompson,15/04/1991,non-first-home-buyer,47
36705,Amanda Bowman,3/05/1963,non-first-home-buyer,78
36706,Emily Williams,12/12/1985,non-first-home-buyer,22
36707,John Morgan,6/04/1973,non-first-home-buyer,42
36708,Angela Johnston,7/06/1965,non-first-home-buyer,25
36709,Jennifer Williams,20/05/1968,non-first-home-buyer,32
36710,Andrew Frost,13/05/1983,non-first-home-buyer,22
36711,Jeffrey George,22/01/1996,non-first-home-buyer,10
36712,Jennifer Tran,3/02/1999,non-first-home-buyer,25
36713,Daniel Hicks,4/12/1978,non-first-home-buyer,67
36714,Terry Lyons,8/07/1985,non-first-home-buyer,56
36715,Nicholas Lucero,30/10/1970,non-first-home-buyer,8
36716,Colleen Crawford,2/04/1997,non-first-home-buyer,64
36717,Brett Martinez,27/02/1982,non-first-home-buyer,24
36718,Ashley Pruitt,3/03/2001,non-first-home-buyer,28
36719,Spencer Brown,9/09/1976,non-first-home-buyer,55
36720,Jared Wells,29/12/1969,non-first-home-buyer,20
36721,Eric Edwards,28/12/1982,non-first-home-buyer,33
36722,Daniel Smith,15/08/1968,non-first-home-buyer,62
36723,Matthew Kim,1/11/1978,non-first-home-buyer,8
36724,Kellie Davis,16/06/1969,non-first-home-buyer,80
36725,Kevin West,8/08/1972,non-first-home-buyer,54
36726,Bailey Miranda,24/06/1983,non-first-home-buyer,69
36727,Jessica Austin,12/02/1984,non-first-home-buyer,73
36728,Bethany Lawson,21/06/1971,non-first-home-buyer,64
36729,Samantha Mejia,27/04/1974,non-first-home-buyer,38
36730,Jonathon Williams,23/07/1993,non-first-home-buyer,72
36731,Christina Pittman,23/10/1983,non-first-home-buyer,58
36732,Austin Schroeder,27/04/1974,non-first-home-buyer,23
36733,David Vaughn,19/10/1987,non-first-home-buyer,75
36734,Patrick Huber,28/04/1979,non-first-home-buyer,80
36735,Elizabeth Snow,15/08/1976,non-first-home-buyer,42
36736,Jessica Robbins,17/10/1970,non-first-home-buyer,59
36737,Emma Ferguson,25/09/2004,non-first-home-buyer,75
36738,Sean Brown,3/08/1990,non-first-home-buyer,67
36739,Gregory Fuller,18/04/1970,non-first-home-buyer,53
36740,Andrew Pitts,24/02/1988,non-first-home-buyer,58
36741,Samantha Smith,6/04/1968,non-first-home-buyer,60
36742,Michelle Guzman,5/12/1992,non-first-home-buyer,73
36743,Nicholas Burgess,2/03/1993,non-first-home-buyer,21
36744,Samuel Hall,28/11/2004,non-first-home-buyer,70
36745,Logan Mcguire,13/12/1991,non-first-home-buyer,80
36746,Donna Moore,3/09/1993,non-first-home-buyer,68
36747,Andrew Henson,28/07/1981,non-first-home-buyer,38
36748,Teresa Brown DVM,30/06/1977,non-first-home-buyer,61
36749,Kevin Cortez,20/04/1983,non-first-home-buyer,60
36750,Sean Campbell,1/02/1973,non-first-home-buyer,80
36751,Leslie Mcfarland,14/07/1980,non-first-home-buyer,49
36752,Edward Guerra,21/05/2000,non-first-home-buyer,22
36753,Jessica Eaton,4/01/1961,non-first-home-buyer,72
36754,Craig Cummings,25/06/1964,non-first-home-buyer,15
36755,Bradley Martinez,19/07/1972,non-first-home-buyer,62
36756,Angela Smith,29/10/1977,non-first-home-buyer,1
36757,Thomas Calhoun,25/02/2007,non-first-home-buyer,70
36758,Amber Villanueva,17/03/1984,non-first-home-buyer,59
36759,Miss Teresa Johnson,3/04/2004,non-first-home-buyer,2
36760,Michael James PhD,6/05/2005,non-first-home-buyer,16
36761,Amanda White,21/05/2002,non-first-home-buyer,71
36762,Kathleen Campos,11/07/1978,non-first-home-buyer,62
36763,Nathan Vasquez,15/10/1997,non-first-home-buyer,61
36764,Lance Sanchez,20/03/2001,non-first-home-buyer,27
36765,Brittany Turner,20/12/1973,non-first-home-buyer,36
36766,Amanda Diaz,22/04/1968,non-first-home-buyer,43
36767,Angela Graham,28/01/1970,non-first-home-buyer,52
36768,Mrs. Lisa Benson DVM,31/07/1994,non-first-home-buyer,66
36769,Tracey Foster,5/09/2006,non-first-home-buyer,8
36770,Alexander Kidd,25/12/1991,non-first-home-buyer,68
36771,Laura Arellano,12/11/1960,non-first-home-buyer,32
36772,Victor Munoz,17/09/1968,non-first-home-buyer,57
36773,Ashley Cooper,26/12/1991,non-first-home-buyer,55
36774,Sarah Brady,18/07/1966,non-first-home-buyer,48
36775,James Butler,6/08/1982,non-first-home-buyer,19
36776,Samantha Clark,26/12/1985,non-first-home-buyer,65
36777,Elizabeth Campbell,9/07/1982,non-first-home-buyer,24
36778,Robert Johnson,18/07/1997,non-first-home-buyer,18
36779,Tracey Snyder,23/09/1971,non-first-home-buyer,68
36780,Laurie Allen,17/04/1983,non-first-home-buyer,42
36781,Christine Jackson,23/05/1969,non-first-home-buyer,44
36782,Gregory Owens,27/04/1999,non-first-home-buyer,72
36783,Nathan Walters,22/10/1965,non-first-home-buyer,71
36784,James Mcpherson,28/06/2003,non-first-home-buyer,35
36785,Stephanie Jones,9/11/1971,non-first-home-buyer,24
36786,Anthony Banks,18/01/1970,non-first-home-buyer,18
36787,Carlos Young,5/01/1961,non-first-home-buyer,16
36788,Andrew Clay,15/02/1980,non-first-home-buyer,55
36789,Samuel Thompson,29/11/1963,non-first-home-buyer,74
36790,Mark Ford,14/10/1994,non-first-home-buyer,32
36791,Stephanie Liu,16/01/1992,non-first-home-buyer,9
36792,Manuel Osborn,26/01/1982,non-first-home-buyer,67
36793,Lisa Parsons,25/07/1990,non-first-home-buyer,24
36794,George Willis,27/11/1983,non-first-home-buyer,45
36795,Juan Callahan,14/11/2001,non-first-home-buyer,22
36796,Spencer Lee,25/01/1986,non-first-home-buyer,10
36797,Diane Day,20/10/1959,non-first-home-buyer,64
36798,Angela Wilson,22/04/1983,non-first-home-buyer,13
36799,Jared Snow,7/01/1964,non-first-home-buyer,61
36800,Michelle Richardson,22/09/1966,non-first-home-buyer,19
36801,Kimberly Greene,30/03/1971,non-first-home-buyer,61
36802,Randy Gardner,22/07/1980,non-first-home-buyer,9
36803,Charles Johnson,17/01/1961,non-first-home-buyer,13
36804,Nichole Warner,16/06/1961,non-first-home-buyer,72
36805,Madeline Kennedy,5/03/2002,non-first-home-buyer,3
36806,Angela Arellano,14/04/2005,non-first-home-buyer,15
36807,Alexander Griffin,1/05/1994,non-first-home-buyer,56
36808,Elizabeth Kim,20/12/1964,non-first-home-buyer,19
36809,Dominique Garcia DDS,11/10/2003,non-first-home-buyer,50
36810,Joseph Koch,28/05/1974,non-first-home-buyer,57
36811,Philip Walker,19/11/1999,non-first-home-buyer,18
36812,Rebecca Kirby,8/08/1995,non-first-home-buyer,64
36813,Mrs. Debbie Flores MD,6/08/1960,non-first-home-buyer,74
36814,Angel Collins,3/09/1966,non-first-home-buyer,23
36815,Holly Hernandez,11/03/1991,non-first-home-buyer,59
36816,Jennifer Fuller,16/01/1974,non-first-home-buyer,17
36817,Justin Huffman,14/01/2003,non-first-home-buyer,49
36818,Jessica Costa,21/02/2006,non-first-home-buyer,79
36819,Scott Stanley,12/08/1985,non-first-home-buyer,11
36820,Roberto Allen,16/05/1966,non-first-home-buyer,50
36821,Valerie Bell,4/03/2004,non-first-home-buyer,51
36822,Jose Nguyen,9/08/1971,non-first-home-buyer,34
36823,Renee Kelly,25/11/1970,non-first-home-buyer,2
